pathway_name	ligand	receptor	lr	old_tx_id.ligand	gene_id.ligand	old_tx_id.receptor	gene_id.receptor
WNT	WNT2	LRP5	WNT2:FZD9_LRP5	SMED30026602	SMESG000002069.1	SMED30019756	SMESG000010458.1
WNT	WNT2	LRP5	WNT2:FZD9_LRP5	SMED30026602	SMESG000002069.1	SMED30019756	SMESG000010476.1
WNT	WNT4	FZD1	WNT4:FZD1_LRP5	SMED30001470	SMESG000067888.1	SMED30025215	SMESG000040115.1
WNT	WNT4	FZD1	WNT4:FZD1_LRP5	SMED30010593	SMESG000074928.1	SMED30025215	SMESG000040115.1
WNT	WNT4	LRP5	WNT4:FZD1_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD1_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD1_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD1_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010476.1
WNT	WNT4	FZD10	WNT4:FZD10_LRP5	SMED30001470	SMESG000067888.1	SMED30006583	SMESG000004519.1
WNT	WNT4	FZD10	WNT4:FZD10_LRP5	SMED30001470	SMESG000067888.1	SMED30024996	SMESG000038967.1
WNT	WNT4	FZD10	WNT4:FZD10_LRP5	SMED30010593	SMESG000074928.1	SMED30006583	SMESG000004519.1
WNT	WNT4	FZD10	WNT4:FZD10_LRP5	SMED30010593	SMESG000074928.1	SMED30024996	SMESG000038967.1
WNT	WNT4	LRP5	WNT4:FZD10_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD10_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD10_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD10_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD2_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD2_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD2_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD2_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD3_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD3_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD3_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD3_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010476.1
WNT	WNT4	FZD4	WNT4:FZD4_LRP5	SMED30001470	SMESG000067888.1	SMED30023158	SMESG000037981.1
WNT	WNT4	FZD4	WNT4:FZD4_LRP5	SMED30001470	SMESG000067888.1	SMED30023158	SMESG000037982.1
WNT	WNT4	FZD4	WNT4:FZD4_LRP5	SMED30010593	SMESG000074928.1	SMED30023158	SMESG000037981.1
WNT	WNT4	FZD4	WNT4:FZD4_LRP5	SMED30010593	SMESG000074928.1	SMED30023158	SMESG000037982.1
WNT	WNT4	LRP5	WNT4:FZD4_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD4_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD4_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD4_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010476.1
WNT	WNT4	FZD5	WNT4:FZD5_LRP5	SMED30001470	SMESG000067888.1	SMED30020953	SMESG000031852.1
WNT	WNT4	FZD5	WNT4:FZD5_LRP5	SMED30010593	SMESG000074928.1	SMED30020953	SMESG000031852.1
WNT	WNT4	LRP5	WNT4:FZD5_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD5_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD5_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD5_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD6_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD6_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD6_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD6_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD7_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD7_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD7_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD7_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010476.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP5	SMED30001470	SMESG000067888.1	SMED30016952	SMESG000005043.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP5	SMED30001470	SMESG000067888.1	SMED30017913	SMESG000035834.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP5	SMED30001470	SMESG000067888.1	SMED30025972	SMESG000053774.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP5	SMED30001470	SMESG000067888.1	SMED30031962	SMESG000053774.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP5	SMED30010593	SMESG000074928.1	SMED30016952	SMESG000005043.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP5	SMED30010593	SMESG000074928.1	SMED30017913	SMESG000035834.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP5	SMED30010593	SMESG000074928.1	SMED30025972	SMESG000053774.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP5	SMED30010593	SMESG000074928.1	SMED30031962	SMESG000053774.1
WNT	WNT4	LRP5	WNT4:FZD8_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD8_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD8_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD8_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010476.1
WNT	WNT4	FZD9	WNT4:FZD9_LRP5	SMED30001470	SMESG000067888.1	SMED30010183	SMESG000014322.1
WNT	WNT4	FZD9	WNT4:FZD9_LRP5	SMED30010593	SMESG000074928.1	SMED30010183	SMESG000014322.1
WNT	WNT4	LRP5	WNT4:FZD9_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD9_LRP5	SMED30001470	SMESG000067888.1	SMED30019756	SMESG000010476.1
WNT	WNT4	LRP5	WNT4:FZD9_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010458.1
WNT	WNT4	LRP5	WNT4:FZD9_LRP5	SMED30010593	SMESG000074928.1	SMED30019756	SMESG000010476.1
WNT	WNT7B	FZD1	WNT7B:FZD1_LRP5	SMED30031256	SMESG000066476.1	SMED30025215	SMESG000040115.1
WNT	WNT7B	LRP5	WNT7B:FZD1_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010458.1
WNT	WNT7B	LRP5	WNT7B:FZD1_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010476.1
WNT	WNT7B	FZD10	WNT7B:FZD10_LRP5	SMED30031256	SMESG000066476.1	SMED30006583	SMESG000004519.1
WNT	WNT7B	FZD10	WNT7B:FZD10_LRP5	SMED30031256	SMESG000066476.1	SMED30024996	SMESG000038967.1
WNT	WNT7B	LRP5	WNT7B:FZD10_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010458.1
WNT	WNT7B	LRP5	WNT7B:FZD10_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010476.1
WNT	WNT7B	LRP5	WNT7B:FZD2_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010458.1
WNT	WNT7B	LRP5	WNT7B:FZD2_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010476.1
WNT	WNT7B	LRP5	WNT7B:FZD3_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010458.1
WNT	WNT7B	LRP5	WNT7B:FZD3_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010476.1
WNT	WNT7B	FZD4	WNT7B:FZD4_LRP5	SMED30031256	SMESG000066476.1	SMED30023158	SMESG000037981.1
WNT	WNT7B	FZD4	WNT7B:FZD4_LRP5	SMED30031256	SMESG000066476.1	SMED30023158	SMESG000037982.1
WNT	WNT7B	LRP5	WNT7B:FZD4_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010458.1
WNT	WNT7B	LRP5	WNT7B:FZD4_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010476.1
WNT	WNT7B	FZD5	WNT7B:FZD5_LRP5	SMED30031256	SMESG000066476.1	SMED30020953	SMESG000031852.1
WNT	WNT7B	LRP5	WNT7B:FZD5_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010458.1
WNT	WNT7B	LRP5	WNT7B:FZD5_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010476.1
WNT	WNT7B	LRP5	WNT7B:FZD6_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010458.1
WNT	WNT7B	LRP5	WNT7B:FZD6_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010476.1
WNT	WNT7B	LRP5	WNT7B:FZD7_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010458.1
WNT	WNT7B	LRP5	WNT7B:FZD7_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010476.1
WNT	WNT7B	FZD8	WNT7B:FZD8_LRP5	SMED30031256	SMESG000066476.1	SMED30016952	SMESG000005043.1
WNT	WNT7B	FZD8	WNT7B:FZD8_LRP5	SMED30031256	SMESG000066476.1	SMED30017913	SMESG000035834.1
WNT	WNT7B	FZD8	WNT7B:FZD8_LRP5	SMED30031256	SMESG000066476.1	SMED30025972	SMESG000053774.1
WNT	WNT7B	FZD8	WNT7B:FZD8_LRP5	SMED30031256	SMESG000066476.1	SMED30031962	SMESG000053774.1
WNT	WNT7B	LRP5	WNT7B:FZD8_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010458.1
WNT	WNT7B	LRP5	WNT7B:FZD8_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010476.1
WNT	WNT7B	FZD9	WNT7B:FZD9_LRP5	SMED30031256	SMESG000066476.1	SMED30010183	SMESG000014322.1
WNT	WNT7B	LRP5	WNT7B:FZD9_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010458.1
WNT	WNT7B	LRP5	WNT7B:FZD9_LRP5	SMED30031256	SMESG000066476.1	SMED30019756	SMESG000010476.1
WNT	WNT16	FZD1	WNT16:FZD1_LRP6	SMED30008884	SMESG000024191.1	SMED30025215	SMESG000040115.1
WNT	WNT16	FZD1	WNT16:FZD1_LRP6	SMED30031321	SMESG000049719.1	SMED30025215	SMESG000040115.1
WNT	WNT16	FZD10	WNT16:FZD10_LRP6	SMED30008884	SMESG000024191.1	SMED30006583	SMESG000004519.1
WNT	WNT16	FZD10	WNT16:FZD10_LRP6	SMED30008884	SMESG000024191.1	SMED30024996	SMESG000038967.1
WNT	WNT16	FZD10	WNT16:FZD10_LRP6	SMED30031321	SMESG000049719.1	SMED30006583	SMESG000004519.1
WNT	WNT16	FZD10	WNT16:FZD10_LRP6	SMED30031321	SMESG000049719.1	SMED30024996	SMESG000038967.1
WNT	WNT16	FZD4	WNT16:FZD4_LRP6	SMED30008884	SMESG000024191.1	SMED30023158	SMESG000037981.1
WNT	WNT16	FZD4	WNT16:FZD4_LRP6	SMED30008884	SMESG000024191.1	SMED30023158	SMESG000037982.1
WNT	WNT16	FZD4	WNT16:FZD4_LRP6	SMED30031321	SMESG000049719.1	SMED30023158	SMESG000037981.1
WNT	WNT16	FZD4	WNT16:FZD4_LRP6	SMED30031321	SMESG000049719.1	SMED30023158	SMESG000037982.1
WNT	WNT16	FZD5	WNT16:FZD5_LRP6	SMED30008884	SMESG000024191.1	SMED30020953	SMESG000031852.1
WNT	WNT16	FZD5	WNT16:FZD5_LRP6	SMED30031321	SMESG000049719.1	SMED30020953	SMESG000031852.1
WNT	WNT16	FZD8	WNT16:FZD8_LRP6	SMED30008884	SMESG000024191.1	SMED30016952	SMESG000005043.1
WNT	WNT16	FZD8	WNT16:FZD8_LRP6	SMED30008884	SMESG000024191.1	SMED30017913	SMESG000035834.1
WNT	WNT16	FZD8	WNT16:FZD8_LRP6	SMED30008884	SMESG000024191.1	SMED30025972	SMESG000053774.1
WNT	WNT16	FZD8	WNT16:FZD8_LRP6	SMED30008884	SMESG000024191.1	SMED30031962	SMESG000053774.1
WNT	WNT16	FZD8	WNT16:FZD8_LRP6	SMED30031321	SMESG000049719.1	SMED30016952	SMESG000005043.1
WNT	WNT16	FZD8	WNT16:FZD8_LRP6	SMED30031321	SMESG000049719.1	SMED30017913	SMESG000035834.1
WNT	WNT16	FZD8	WNT16:FZD8_LRP6	SMED30031321	SMESG000049719.1	SMED30025972	SMESG000053774.1
WNT	WNT16	FZD8	WNT16:FZD8_LRP6	SMED30031321	SMESG000049719.1	SMED30031962	SMESG000053774.1
WNT	WNT16	FZD9	WNT16:FZD9_LRP6	SMED30008884	SMESG000024191.1	SMED30010183	SMESG000014322.1
WNT	WNT16	FZD9	WNT16:FZD9_LRP6	SMED30031321	SMESG000049719.1	SMED30010183	SMESG000014322.1
WNT	WNT2	FZD1	WNT2:FZD1_LRP6	SMED30026602	SMESG000002069.1	SMED30025215	SMESG000040115.1
WNT	WNT2	FZD10	WNT2:FZD10_LRP6	SMED30026602	SMESG000002069.1	SMED30006583	SMESG000004519.1
WNT	WNT2	FZD10	WNT2:FZD10_LRP6	SMED30026602	SMESG000002069.1	SMED30024996	SMESG000038967.1
WNT	WNT2	FZD4	WNT2:FZD4_LRP6	SMED30026602	SMESG000002069.1	SMED30023158	SMESG000037981.1
WNT	WNT2	FZD4	WNT2:FZD4_LRP6	SMED30026602	SMESG000002069.1	SMED30023158	SMESG000037982.1
WNT	WNT2	FZD5	WNT2:FZD5_LRP6	SMED30026602	SMESG000002069.1	SMED30020953	SMESG000031852.1
WNT	WNT2	FZD8	WNT2:FZD8_LRP6	SMED30026602	SMESG000002069.1	SMED30016952	SMESG000005043.1
WNT	WNT2	FZD8	WNT2:FZD8_LRP6	SMED30026602	SMESG000002069.1	SMED30017913	SMESG000035834.1
WNT	WNT2	FZD8	WNT2:FZD8_LRP6	SMED30026602	SMESG000002069.1	SMED30025972	SMESG000053774.1
WNT	WNT2	FZD8	WNT2:FZD8_LRP6	SMED30026602	SMESG000002069.1	SMED30031962	SMESG000053774.1
WNT	WNT2	FZD9	WNT2:FZD9_LRP6	SMED30026602	SMESG000002069.1	SMED30010183	SMESG000014322.1
WNT	WNT4	FZD1	WNT4:FZD1_LRP6	SMED30001470	SMESG000067888.1	SMED30025215	SMESG000040115.1
WNT	WNT4	FZD1	WNT4:FZD1_LRP6	SMED30010593	SMESG000074928.1	SMED30025215	SMESG000040115.1
WNT	WNT4	FZD10	WNT4:FZD10_LRP6	SMED30001470	SMESG000067888.1	SMED30006583	SMESG000004519.1
WNT	WNT4	FZD10	WNT4:FZD10_LRP6	SMED30001470	SMESG000067888.1	SMED30024996	SMESG000038967.1
WNT	WNT4	FZD10	WNT4:FZD10_LRP6	SMED30010593	SMESG000074928.1	SMED30006583	SMESG000004519.1
WNT	WNT4	FZD10	WNT4:FZD10_LRP6	SMED30010593	SMESG000074928.1	SMED30024996	SMESG000038967.1
WNT	WNT4	FZD4	WNT4:FZD4_LRP6	SMED30001470	SMESG000067888.1	SMED30023158	SMESG000037981.1
WNT	WNT4	FZD4	WNT4:FZD4_LRP6	SMED30001470	SMESG000067888.1	SMED30023158	SMESG000037982.1
WNT	WNT4	FZD4	WNT4:FZD4_LRP6	SMED30010593	SMESG000074928.1	SMED30023158	SMESG000037981.1
WNT	WNT4	FZD4	WNT4:FZD4_LRP6	SMED30010593	SMESG000074928.1	SMED30023158	SMESG000037982.1
WNT	WNT4	FZD5	WNT4:FZD5_LRP6	SMED30001470	SMESG000067888.1	SMED30020953	SMESG000031852.1
WNT	WNT4	FZD5	WNT4:FZD5_LRP6	SMED30010593	SMESG000074928.1	SMED30020953	SMESG000031852.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP6	SMED30001470	SMESG000067888.1	SMED30016952	SMESG000005043.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP6	SMED30001470	SMESG000067888.1	SMED30017913	SMESG000035834.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP6	SMED30001470	SMESG000067888.1	SMED30025972	SMESG000053774.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP6	SMED30001470	SMESG000067888.1	SMED30031962	SMESG000053774.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP6	SMED30010593	SMESG000074928.1	SMED30016952	SMESG000005043.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP6	SMED30010593	SMESG000074928.1	SMED30017913	SMESG000035834.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP6	SMED30010593	SMESG000074928.1	SMED30025972	SMESG000053774.1
WNT	WNT4	FZD8	WNT4:FZD8_LRP6	SMED30010593	SMESG000074928.1	SMED30031962	SMESG000053774.1
WNT	WNT4	FZD9	WNT4:FZD9_LRP6	SMED30001470	SMESG000067888.1	SMED30010183	SMESG000014322.1
WNT	WNT4	FZD9	WNT4:FZD9_LRP6	SMED30010593	SMESG000074928.1	SMED30010183	SMESG000014322.1
WNT	WNT7B	FZD1	WNT7B:FZD1_LRP6	SMED30031256	SMESG000066476.1	SMED30025215	SMESG000040115.1
WNT	WNT7B	FZD10	WNT7B:FZD10_LRP6	SMED30031256	SMESG000066476.1	SMED30006583	SMESG000004519.1
WNT	WNT7B	FZD10	WNT7B:FZD10_LRP6	SMED30031256	SMESG000066476.1	SMED30024996	SMESG000038967.1
WNT	WNT7B	FZD4	WNT7B:FZD4_LRP6	SMED30031256	SMESG000066476.1	SMED30023158	SMESG000037981.1
WNT	WNT7B	FZD4	WNT7B:FZD4_LRP6	SMED30031256	SMESG000066476.1	SMED30023158	SMESG000037982.1
WNT	WNT7B	FZD5	WNT7B:FZD5_LRP6	SMED30031256	SMESG000066476.1	SMED30020953	SMESG000031852.1
WNT	WNT7B	FZD8	WNT7B:FZD8_LRP6	SMED30031256	SMESG000066476.1	SMED30016952	SMESG000005043.1
WNT	WNT7B	FZD8	WNT7B:FZD8_LRP6	SMED30031256	SMESG000066476.1	SMED30017913	SMESG000035834.1
WNT	WNT7B	FZD8	WNT7B:FZD8_LRP6	SMED30031256	SMESG000066476.1	SMED30025972	SMESG000053774.1
WNT	WNT7B	FZD8	WNT7B:FZD8_LRP6	SMED30031256	SMESG000066476.1	SMED30031962	SMESG000053774.1
WNT	WNT7B	FZD9	WNT7B:FZD9_LRP6	SMED30031256	SMESG000066476.1	SMED30010183	SMESG000014322.1
ncWNT	WNT5A	FZD1	WNT5A:FZD1	SMED30021386	SMESG000058066.1	SMED30025215	SMESG000040115.1
ncWNT	WNT5A	FZD10	WNT5A:FZD10	SMED30021386	SMESG000058066.1	SMED30006583	SMESG000004519.1
ncWNT	WNT5A	FZD10	WNT5A:FZD10	SMED30021386	SMESG000058066.1	SMED30024996	SMESG000038967.1
ncWNT	WNT5A	FZD4	WNT5A:FZD4	SMED30021386	SMESG000058066.1	SMED30023158	SMESG000037981.1
ncWNT	WNT5A	FZD4	WNT5A:FZD4	SMED30021386	SMESG000058066.1	SMED30023158	SMESG000037982.1
ncWNT	WNT5A	FZD5	WNT5A:FZD5	SMED30021386	SMESG000058066.1	SMED30020953	SMESG000031852.1
ncWNT	WNT5A	FZD8	WNT5A:FZD8	SMED30021386	SMESG000058066.1	SMED30016952	SMESG000005043.1
ncWNT	WNT5A	FZD8	WNT5A:FZD8	SMED30021386	SMESG000058066.1	SMED30017913	SMESG000035834.1
ncWNT	WNT5A	FZD8	WNT5A:FZD8	SMED30021386	SMESG000058066.1	SMED30025972	SMESG000053774.1
ncWNT	WNT5A	FZD8	WNT5A:FZD8	SMED30021386	SMESG000058066.1	SMED30031962	SMESG000053774.1
ncWNT	WNT5A	FZD9	WNT5A:FZD9	SMED30021386	SMESG000058066.1	SMED30010183	SMESG000014322.1
ncWNT	WNT5B	FZD1	WNT5B:FZD1	SMED30016207	SMESG000055035.1	SMED30025215	SMESG000040115.1
ncWNT	WNT5B	FZD10	WNT5B:FZD10	SMED30016207	SMESG000055035.1	SMED30006583	SMESG000004519.1
ncWNT	WNT5B	FZD10	WNT5B:FZD10	SMED30016207	SMESG000055035.1	SMED30024996	SMESG000038967.1
ncWNT	WNT5B	FZD4	WNT5B:FZD4	SMED30016207	SMESG000055035.1	SMED30023158	SMESG000037981.1
ncWNT	WNT5B	FZD4	WNT5B:FZD4	SMED30016207	SMESG000055035.1	SMED30023158	SMESG000037982.1
ncWNT	WNT5B	FZD5	WNT5B:FZD5	SMED30016207	SMESG000055035.1	SMED30020953	SMESG000031852.1
ncWNT	WNT5B	FZD8	WNT5B:FZD8	SMED30016207	SMESG000055035.1	SMED30016952	SMESG000005043.1
ncWNT	WNT5B	FZD8	WNT5B:FZD8	SMED30016207	SMESG000055035.1	SMED30017913	SMESG000035834.1
ncWNT	WNT5B	FZD8	WNT5B:FZD8	SMED30016207	SMESG000055035.1	SMED30025972	SMESG000053774.1
ncWNT	WNT5B	FZD8	WNT5B:FZD8	SMED30016207	SMESG000055035.1	SMED30031962	SMESG000053774.1
ncWNT	WNT5B	FZD9	WNT5B:FZD9	SMED30016207	SMESG000055035.1	SMED30010183	SMESG000014322.1
ncWNT	WNT11	FZD1	WNT11:FZD1	SMED30007710	SMESG000005930.1	SMED30025215	SMESG000040115.1
ncWNT	WNT11	FZD10	WNT11:FZD10	SMED30007710	SMESG000005930.1	SMED30006583	SMESG000004519.1
ncWNT	WNT11	FZD10	WNT11:FZD10	SMED30007710	SMESG000005930.1	SMED30024996	SMESG000038967.1
ncWNT	WNT11	FZD4	WNT11:FZD4	SMED30007710	SMESG000005930.1	SMED30023158	SMESG000037981.1
ncWNT	WNT11	FZD4	WNT11:FZD4	SMED30007710	SMESG000005930.1	SMED30023158	SMESG000037982.1
ncWNT	WNT11	FZD5	WNT11:FZD5	SMED30007710	SMESG000005930.1	SMED30020953	SMESG000031852.1
ncWNT	WNT11	FZD8	WNT11:FZD8	SMED30007710	SMESG000005930.1	SMED30016952	SMESG000005043.1
ncWNT	WNT11	FZD8	WNT11:FZD8	SMED30007710	SMESG000005930.1	SMED30017913	SMESG000035834.1
ncWNT	WNT11	FZD8	WNT11:FZD8	SMED30007710	SMESG000005930.1	SMED30025972	SMESG000053774.1
ncWNT	WNT11	FZD8	WNT11:FZD8	SMED30007710	SMESG000005930.1	SMED30031962	SMESG000053774.1
ncWNT	WNT11	FZD9	WNT11:FZD9	SMED30007710	SMESG000005930.1	SMED30010183	SMESG000014322.1
HH	SHH	SMO	SHH:PTCH1_SMO	SMED30026929	SMESG000002733.1	SMED30006045	SMESG000040116.1
HH	SHH	SMO	SHH:PTCH2_SMO	SMED30026929	SMESG000002733.1	SMED30006045	SMESG000040116.1
VISFATIN	NAMPT	INSR	NAMPT:INSR	SMED30032854	SMESG000059578.1	SMED30009509	SMESG000041357.1
VISFATIN	NAMPT	INSR	NAMPT:INSR	SMED30032854	SMESG000059578.1	SMED30018177	SMESG000042173.1
PARs	F2	PARD3	F2:PARD3	SMED30017481	SMESG000057293.1	SMED30008934	SMESG000042842.1
PARs	F2	PARD3	F2:PARD3	SMED30017481	SMESG000057293.1	SMED30011984	SMESG000071209.1
PARs	F2	PARD3	F2:PARD3	SMED30017481	SMESG000057293.1	SMED30033153	SMESG000050856.1
PARs	PLG	PARD3	PLG:PARD3	SMED30002227	SMESG000033599.1	SMED30008934	SMESG000042842.1
PARs	PLG	PARD3	PLG:PARD3	SMED30002227	SMESG000033599.1	SMED30011984	SMESG000071209.1
PARs	PLG	PARD3	PLG:PARD3	SMED30002227	SMESG000033599.1	SMED30033153	SMESG000050856.1
PARs	PLG	PARD3	PLG:PARD3	SMED30013253	SMESG000057303.1	SMED30008934	SMESG000042842.1
PARs	PLG	PARD3	PLG:PARD3	SMED30013253	SMESG000057303.1	SMED30011984	SMESG000071209.1
PARs	PLG	PARD3	PLG:PARD3	SMED30013253	SMESG000057303.1	SMED30033153	SMESG000050856.1
PARs	PLG	PARD3	PLG:PARD3	SMED30025566	SMESG000045562.1	SMED30008934	SMESG000042842.1
PARs	PLG	PARD3	PLG:PARD3	SMED30025566	SMESG000045562.1	SMED30011984	SMESG000071209.1
PARs	PLG	PARD3	PLG:PARD3	SMED30025566	SMESG000045562.1	SMED30033153	SMESG000050856.1
PARs	PLG	PARD3	PLG:PARD3	SMED30033017	SMESG000042796.1	SMED30008934	SMESG000042842.1
PARs	PLG	PARD3	PLG:PARD3	SMED30033017	SMESG000042796.1	SMED30011984	SMESG000071209.1
PARs	PLG	PARD3	PLG:PARD3	SMED30033017	SMESG000042796.1	SMED30033153	SMESG000050856.1
PARs	PLG	PARD3	PLG:PARD3	SMED30033477	SMESG000018456.1	SMED30008934	SMESG000042842.1
PARs	PLG	PARD3	PLG:PARD3	SMED30033477	SMESG000018456.1	SMED30011984	SMESG000071209.1
PARs	PLG	PARD3	PLG:PARD3	SMED30033477	SMESG000018456.1	SMED30033153	SMESG000050856.1
HGF	HGF	MET	HGF:MET	SMED30019873	SMESG000018453.1	SMED30013495	SMESG000037119.1
HGF	HGF	MET	HGF:MET	SMED30028599	SMESG000027462.1	SMED30013495	SMESG000037119.1
HGF	HGF	MET	HGF:MET	SMED30035288	SMESG000026377.1	SMED30013495	SMESG000037119.1
GRN	GRN	SORT1	GRN:SORT1	SMED30003962	SMESG000018760.1	SMED30009710	SMESG000061919.1
GRN	GRN	SORT1	GRN:SORT1	SMED30003962	SMESG000018762.1	SMED30009710	SMESG000061919.1
GRN	GRN	SORT1	GRN:SORT1	SMED30003962	SMESG000018766.1	SMED30009710	SMESG000061919.1
GRN	GRN	SORT1	GRN:SORT1	SMED30003962	SMESG000018767.1	SMED30009710	SMESG000061919.1
GRN	GRN	SORT1	GRN:SORT1	SMED30005855	SMESG000049067.1	SMED30009710	SMESG000061919.1
